0.000955773,1077.084934
0.018193722,910.1197216
0.034546914,760.0833718
0.052660741,644.7630834
0.071659325,553.3819167
0.090675662,482.4371952
0.110581194,427.2088369
0.127894599,385.7897103
0.152161771,342.9342414
0.174703818,309.6541306
0.204190755,273.084589
0.23022744,248.5015711
0.262333137,220.0011828
0.286635819,201.7749592
0.312699135,187.96879
0.336134814,173.074526
0.355239924,163.1563854
0.37522535,155.0112122
0.393472335,147.8545521
0.412581882,139.9275982
0.431704746,133.9878211
0.452548297,125.8124729
0.463837075,121.4360781
0.5,104.420731
0.6,71.18351121
0.7,43.08184228
0.8,18.7390694
0.9,-2.732777996
1,-21.94
