0.004645709,1289.190508
0.014120589,1168.938992
0.023608784,1072.407537
0.033092541,980.0091132
0.049481241,844.4517929
0.070196074,707.9430711
0.089190219,605.2368749
0.10906912,523.5260454
0.129837215,459.9756358
0.145409958,416.2065531
0.132865064,451.045299
0.160133453,384.0423979
0.178327175,349.5245603
0.199144095,320.5896821
0.218222572,295.2119504
0.237314366,275.0499642
0.252933714,259.3057264
0.271160725,243.0209963
0.287649293,228.6588614
0.303277518,217.2621444
0.319768306,204.8222719
0.335396531,194.613608
0.350157754,185.6412065
0.363180535,177.7821324
0.376198878,169.5915011
0.389234974,164.3278141
0.404867638,156.7490288
0.414417973,151.8942883
0.5,108.164296
0.6,67.97150876
0.7,33.98899139
0.8,4.551995887
0.9,-21.41327432
1,-44.64
